Name,Rating,Genre,Release Date,Runtime,Url
Good Will Hunting,81,Drama,01/09/1998,2h 7m,https://www.themoviedb.org/movie/489
The Chronicles of Narnia: The Voyage of the Dawn Treader,64,"Adventure,Family,Fantasy",12/10/2010,1h 53m,https://www.themoviedb.org/movie/10140
Blue Jasmine,70,Drama,08/23/2013,1h 39m,https://www.themoviedb.org/movie/160588
The Corpse of Anna Fritz,70,"Drama,Thriller",10/30/2015,1h 16m,https://www.themoviedb.org/movie/323372
Men in Black,72,"Action,Adventure,Comedy,Science Fiction",07/02/1997,1h 38m,https://www.themoviedb.org/movie/607
Ong Bak: Muay Thai Warrior,71,"Action,Thriller",01/21/2003,1h 45m,https://www.themoviedb.org/movie/9316
"Moses, Prince of Egypt",55,,01/01/2000,49m,https://www.themoviedb.org/movie/118365
Funny People,58,"Comedy,Drama",07/31/2009,2h 26m,https://www.themoviedb.org/movie/20829
R.I.P.D.,58,"Fantasy,Action,Comedy,Crime",07/19/2013,1h 36m,https://www.themoviedb.org/movie/49524
The Interview,62,"Action,Comedy",01/22/2015,1h 53m,https://www.themoviedb.org/movie/228967
1000 Miles From Christmas,62,"Comedy,Romance",12/24/2021,1h 42m,https://www.themoviedb.org/movie/852590
Lokillo: Nothing's the Same,78,Comedy,08/12/2021,1h 4m,https://www.themoviedb.org/movie/857910
The Legend of La Llorona,59,"Horror,Thriller",01/07/2022,1h 38m,https://www.themoviedb.org/movie/631947
Elysium,65,"Science Fiction,Action,Drama,Thriller",08/16/2013,1h 49m,https://www.themoviedb.org/movie/68724
Diary of a Wimpy Kid: Rodrick Rules,66,"Family,Comedy",03/25/2011,1h 39m,https://www.themoviedb.org/movie/60307
Sex and Lucía,66,"Drama,Romance",08/24/2001,2h 8m,https://www.themoviedb.org/movie/1364
50 Greatest Harry Potter Moments,80,Documentary,07/27/2011,1h 33m,https://www.themoviedb.org/movie/483898
Bordello of Blood,59,"Horror,Comedy",08/16/1996,1h 27m,https://www.themoviedb.org/movie/9431
Diary of a Nymphomaniac,55,"Drama,Romance",10/17/2008,1h 42m,https://www.themoviedb.org/movie/19173
The Watch,55,"Comedy,Action,Science Fiction",07/27/2012,1h 42m,https://www.themoviedb.org/movie/80035
Initiation,57,"Horror,Mystery",10/08/2020,1h 36m,https://www.themoviedb.org/movie/611489
Daisy Quokka: World’s Scariest Animal,69,"Animation,Comedy,Family",02/04/2021,1h 28m,https://www.themoviedb.org/movie/778814
Boyz n the Hood,76,"Drama,Crime",07/12/1991,1h 52m,https://www.themoviedb.org/movie/650
Cursed,55,"Horror,Comedy",02/25/2005,1h 37m,https://www.themoviedb.org/movie/10012
A Dog's Journey,81,"Family,Adventure,Drama",05/30/2019,1h 49m,https://www.themoviedb.org/movie/522518
Paul Blart: Mall Cop,54,"Action,Adventure,Comedy,Family",01/15/2009,1h 31m,https://www.themoviedb.org/movie/14560
"Ninja Escapades: Creation of Akatsuki, The Two Uchiha, The Far Reaches of Hope",67,"Animation,Action,Adventure,Fantasy,Comedy",09/11/2014,53m,https://www.themoviedb.org/movie/648964
Barbie in A Mermaid Tale 2,70,"Animation,Family",03/06/2012,1h 14m,https://www.themoviedb.org/movie/91342
Puff: Wonders of the Reef,78,Documentary,12/16/2021,59m,https://www.themoviedb.org/movie/890601
"Batman: The Dark Knight Returns, Part 2",80,"Science Fiction,Action,Animation,Mystery",01/29/2013,1h 18m,https://www.themoviedb.org/movie/142061
Re:ZERO -Starting Life in Another World- Memory Snow,72,"Animation,Adventure,Fantasy",10/06/2018,1h,https://www.themoviedb.org/movie/532321
London Has Fallen,61,"Action,Thriller",03/03/2016,1h 39m,https://www.themoviedb.org/movie/267860
Dirty Grandpa,59,Comedy,01/22/2016,1h 42m,https://www.themoviedb.org/movie/291870
Facing the Giants,75,Drama,09/29/2006,1h 51m,https://www.themoviedb.org/movie/18925
Along with the Gods: The Two Worlds,81,"Drama,Fantasy,Action",12/20/2017,2h 19m,https://www.themoviedb.org/movie/397567
Hunter Killer,68,"Action,Thriller",10/26/2018,2h 1m,https://www.themoviedb.org/movie/399402
Lone Survivor,74,"War,Action,Drama,History",01/17/2014,2h 1m,https://www.themoviedb.org/movie/193756
The Road to El Dorado,72,"Family,Adventure,Animation,Comedy,Action",03/31/2000,1h 29m,https://www.themoviedb.org/movie/10501
Intersect,58,"Horror,Science Fiction,Thriller",09/15/2020,1h 59m,https://www.themoviedb.org/movie/736509
Naruto: Legend of the Stone of Gelel,66,"Animation,Adventure,Fantasy",08/06/2005,1h 36m,https://www.themoviedb.org/movie/16910
Men in Black II,63,"Action,Adventure,Comedy,Science Fiction",08/02/2002,1h 28m,https://www.themoviedb.org/movie/608
Malena,74,Drama,10/27/2000,1h 49m,https://www.themoviedb.org/movie/10867
Pinocchio,66,"Fantasy,Adventure,Drama",08/14/2020,2h 5m,https://www.themoviedb.org/movie/413518
Alvin and the Chipmunks: Chipwrecked,57,"Comedy,Fantasy,Family,Music,Animation",12/16/2011,1h 27m,https://www.themoviedb.org/movie/55301
Kuroko's Basketball the Movie: Last Game,78,Animation,03/18/2017,1h 30m,https://www.themoviedb.org/movie/428707
Missing Link,70,"Family,Animation,Comedy,Adventure,Fantasy",04/12/2019,1h 35m,https://www.themoviedb.org/movie/458253
You Don't Mess with the Zohan,57,"Comedy,Action",06/06/2008,1h 53m,https://www.themoviedb.org/movie/10661
Rise of the Guardians,74,"Family,Animation,Fantasy,Action,Adventure",11/21/2012,1h 37m,https://www.themoviedb.org/movie/81188
Alien,81,"Horror,Science Fiction",12/06/1979,1h 57m,https://www.themoviedb.org/movie/348
Casper,63,"Fantasy,Comedy,Family",05/26/1995,1h 40m,https://www.themoviedb.org/movie/8839
Tropic Thunder,66,"Action,Comedy,Adventure,War",09/19/2008,1h 47m,https://www.themoviedb.org/movie/7446
So Undercover,61,"Action,Comedy",12/06/2012,1h 34m,https://www.themoviedb.org/movie/93837
Saw V,62,"Horror,Thriller,Crime",10/24/2008,1h 35m,https://www.themoviedb.org/movie/11917
Kingsglaive: Final Fantasy XV,68,"Animation,Science Fiction,Action",07/09/2016,1h 55m,https://www.themoviedb.org/movie/390734
Black as Night,55,"Horror,Thriller",10/01/2021,1h 27m,https://www.themoviedb.org/movie/767504
Riders of Justice,72,"Action,Comedy,Drama",11/19/2020,1h 56m,https://www.themoviedb.org/movie/663870
Twilight,65,"Animation,Drama",06/21/2019,52m,https://www.themoviedb.org/movie/589082
Pig,67,"Drama,Thriller",07/16/2021,1h 31m,https://www.themoviedb.org/movie/635731
American Wedding,62,"Comedy,Romance",08/01/2003,1h 43m,https://www.themoviedb.org/movie/8273
Braveheart,79,"Action,Drama,History,War",06/22/1995,2h 58m,https://www.themoviedb.org/movie/197
Blackhat,54,"Crime,Thriller,Action",01/16/2015,2h 13m,https://www.themoviedb.org/movie/201088
Top Gun,70,"Action,Drama,Adventure",05/16/1986,1h 50m,https://www.themoviedb.org/movie/744
Night of the Living Dead,69,Horror,10/19/1990,1h 28m,https://www.themoviedb.org/movie/19185
Antebellum,63,Horror,09/02/2020,1h 45m,https://www.themoviedb.org/movie/627290
The Fox and the Hound,71,"Adventure,Animation,Drama,Family",07/10/1981,1h 22m,https://www.themoviedb.org/movie/10948
Resident Evil: Damnation,69,"Animation,Horror,Action",09/25/2012,1h 40m,https://www.themoviedb.org/movie/133121
Secret Magic Control Agency,72,"Animation,Comedy,Fantasy",03/18/2021,1h 44m,https://www.themoviedb.org/movie/797394
The Ugly Truth,65,"Comedy,Romance",07/24/2009,1h 36m,https://www.themoviedb.org/movie/20943
Alice Through the Looking Glass,65,"Adventure,Family,Fantasy",05/27/2016,1h 53m,https://www.themoviedb.org/movie/241259
Super Monsters: Once Upon a Rhyme,64,Animation,06/01/2021,0,https://www.themoviedb.org/movie/835739
The Bourne Legacy,62,"Action,Thriller",08/10/2012,2h 15m,https://www.themoviedb.org/movie/49040
The Emoji Movie,56,"Animation,Family,Comedy",07/23/2017,1h 26m,https://www.themoviedb.org/movie/378236
Freddy's Dead: The Final Nightmare,53,"Horror,Thriller",09/13/1991,1h 29m,https://www.themoviedb.org/movie/11284
Shaolin Soccer,70,"Action,Comedy",07/12/2001,1h 53m,https://www.themoviedb.org/movie/11770
The Unfamiliar,60,"Thriller,Horror",08/19/2021,1h 29m,https://www.themoviedb.org/movie/675490
The Human Centipede 2 (Full Sequence),48,"Drama,Horror,Crime",10/07/2011,1h 31m,https://www.themoviedb.org/movie/74997
Tall Girl,64,"Comedy,Drama,Romance",09/13/2019,1h 41m,https://www.themoviedb.org/movie/625450
Goosebumps,63,"Adventure,Horror,Comedy",10/23/2015,1h 43m,https://www.themoviedb.org/movie/257445
Bloodshot,68,"Action,Science Fiction",03/13/2020,1h 50m,https://www.themoviedb.org/movie/338762
Maggie Simpson in The Force Awakens from Its Nap,70,"Family,Animation,Comedy,Science Fiction",05/04/2021,3m,https://www.themoviedb.org/movie/825597
Mortal Kombat Legends: Scorpion's Revenge,83,"Animation,Action,Fantasy",04/12/2020,1h 20m,https://www.themoviedb.org/movie/664767
The Girl Who Killed Her Parents,66,"Crime,Drama,Thriller",09/24/2021,1h 25m,https://www.themoviedb.org/movie/608804
Fate/stay night: Heaven's Feel I. Presage Flower,75,"Action,Animation,Drama,Fantasy,Romance",10/14/2017,2h,https://www.themoviedb.org/movie/283984
Princess Mononoke,83,"Adventure,Fantasy,Animation",07/12/1997,2h 14m,https://www.themoviedb.org/movie/128
Dear Evan Hansen,65,Drama,09/24/2021,2h 17m,https://www.themoviedb.org/movie/567690
In This Corner of the World,81,"Drama,Animation,Romance,War,History",11/12/2016,2h 10m,https://www.themoviedb.org/movie/378108
Underworld,68,"Fantasy,Action,Thriller",09/19/2003,2h 2m,https://www.themoviedb.org/movie/277
Child's Play,60,Horror,06/21/2019,1h 30m,https://www.themoviedb.org/movie/533642
Bermuda Tentacles,40,Science Fiction,04/04/2014,2h 6m,https://www.themoviedb.org/movie/260372
Happy Feet Two,61,"Animation,Comedy,Family",12/20/2011,1h 40m,https://www.themoviedb.org/movie/65759
Casino Royale,75,"Adventure,Action,Thriller",12/15/2006,2h 24m,https://www.themoviedb.org/movie/36557
Dog Years,63,"Romance,Comedy",10/22/2021,1h 37m,https://www.themoviedb.org/movie/806950
Crawl,63,"Thriller,Horror,Action",07/12/2019,1h 28m,https://www.themoviedb.org/movie/511987
School-Live!,71,"Horror,Action",01/25/2019,1h 41m,https://www.themoviedb.org/movie/572609
Ben-Hur,78,"Action,Drama,History",03/26/1969,3h 42m,https://www.themoviedb.org/movie/665
Chernobyl Diaries,52,"Horror,Thriller",05/25/2012,1h 28m,https://www.themoviedb.org/movie/93856
Resident Evil: Vendetta,69,"Animation,Horror,Adventure,Mystery,Action,Science Fiction",05/27/2017,1h 37m,https://www.themoviedb.org/movie/400136
Jojo Rabbit,81,"Comedy,War,Drama",10/24/2019,1h 48m,https://www.themoviedb.org/movie/515001
Love and Monsters,74,"Comedy,Action,Adventure,Fantasy",10/16/2020,1h 49m,https://www.themoviedb.org/movie/590223
The Witch,69,"Drama,Fantasy,Horror,Mystery",02/19/2016,1h 32m,https://www.themoviedb.org/movie/310131
Porno,65,"Comedy,Horror",05/08/2020,1h 38m,https://www.themoviedb.org/movie/576004
The Princess Diaries,69,"Comedy,Family,Romance",08/03/2001,1h 55m,https://www.themoviedb.org/movie/9880
Midway,71,"War,History,Action,Drama",11/08/2019,2h 18m,https://www.themoviedb.org/movie/522162
The Transporter Refueled,55,"Action,Thriller,Crime",09/04/2015,1h 36m,https://www.themoviedb.org/movie/287948
The Cat in the Hat,53,"Comedy,Adventure,Family,Fantasy",11/21/2003,1h 22m,https://www.themoviedb.org/movie/10588
Barbie and the Magic of Pegasus 3-D,71,"Animation,Family,Romance",10/05/2005,1h 25m,https://www.themoviedb.org/movie/15906
It Boy,63,Comedy,03/06/2013,1h 32m,https://www.themoviedb.org/movie/173185
Home on the Range,60,"Animation,Family",04/02/2004,1h 16m,https://www.themoviedb.org/movie/13700
Paranormal Activity 3,59,"Horror,Mystery",10/21/2011,1h 23m,https://www.themoviedb.org/movie/72571
Dreamcatcher,55,"Drama,Horror,Science Fiction,Thriller",03/21/2003,2h 16m,https://www.themoviedb.org/movie/6171
Fate/kaleid liner Prisma☆Illya: Vow in the Snow,69,"Action,Animation,Drama,Fantasy",08/26/2017,1h 29m,https://www.themoviedb.org/movie/461083
The Pianist,84,"Drama,War",03/28/2003,2h 30m,https://www.themoviedb.org/movie/423
A Babysitter's Guide to Monster Hunting,62,"Family,Fantasy,Adventure,Comedy",10/14/2020,1h 34m,https://www.themoviedb.org/movie/624963
Respect,67,"Music,Drama,History",08/13/2021,2h 25m,https://www.themoviedb.org/movie/592863
Outcast,50,Action,02/27/2015,1h 38m,https://www.themoviedb.org/movie/289720
Hot Girls Wanted,59,Documentary,05/29/2015,1h 24m,https://www.themoviedb.org/movie/318256
Dragon Ball Z: Dead Zone,66,"Animation,Action,Fantasy",12/17/1997,41m,https://www.themoviedb.org/movie/28609
The Kissing Booth 2,78,"Comedy,Romance",07/24/2020,2h 12m,https://www.themoviedb.org/movie/583083
The Intruder,53,Thriller,07/30/2021,1h 35m,https://www.themoviedb.org/movie/667757
Rush Hour 2,67,"Action,Comedy,Crime",08/03/2001,1h 30m,https://www.themoviedb.org/movie/5175
The Mortuary Collection,69,"Fantasy,Horror",10/08/2020,1h 48m,https://www.themoviedb.org/movie/524216
The Mad Women's Ball,72,"Drama,Thriller,History",09/17/2021,2h 2m,https://www.themoviedb.org/movie/680531
LEGO Hidden Side: Night of the Harbinger,52,Animation,10/31/2020,44m,https://www.themoviedb.org/movie/891657
The Wild,55,"Family,Animation",04/14/2006,1h 35m,https://www.themoviedb.org/movie/9904
Blade,67,"Horror,Action",08/21/1998,2h,https://www.themoviedb.org/movie/36647
Never Back Down,67,"Drama,Action",03/04/2008,1h 55m,https://www.themoviedb.org/movie/8456
Save The Trees,65,Animation,12/01/2021,1h 20m,https://www.themoviedb.org/movie/886896
Star Wars: Episode I - The Phantom Menace,65,"Adventure,Action,Science Fiction",05/19/1999,2h 16m,https://www.themoviedb.org/movie/1893
After Earth,52,"Science Fiction,Action,Adventure",05/31/2013,1h 40m,https://www.themoviedb.org/movie/82700
The Girl Next Door,67,"Comedy,Romance",04/09/2004,1h 50m,https://www.themoviedb.org/movie/10591
"Diego, The Last Goodbye",60,Documentary,01/13/2022,1h 29m,https://www.themoviedb.org/movie/900887
La leyenda de la Llorona,77,"Family,Animation",10/21/2011,1h 21m,https://www.themoviedb.org/movie/116322
Princess Protection Program,66,"Family,TV Movie,Comedy,Drama",06/26/2009,1h 29m,https://www.themoviedb.org/movie/19458
Assassin's Creed,54,"Action,Adventure,Science Fiction",12/21/2016,1h 55m,https://www.themoviedb.org/movie/121856
Role Models,64,Comedy,11/07/2008,1h 39m,https://www.themoviedb.org/movie/15373
Miracle in Cell No. 7,83,"Drama,Comedy,Family",10/11/2019,2h 12m,https://www.themoviedb.org/movie/637920
Kakegurui: The Movie,77,"Drama,Mystery,Thriller",05/03/2019,1h 59m,https://www.themoviedb.org/movie/564251
Parasyte: Part 2,70,"Science Fiction,Horror",04/25/2015,1h 57m,https://www.themoviedb.org/movie/282070
Born to Race: Fast Track,66,Action,03/20/2014,1h 34m,https://www.themoviedb.org/movie/213927
I Spit on Your Grave III: Vengeance is Mine,57,"Horror,Thriller",10/01/2015,1h 31m,https://www.themoviedb.org/movie/357096
Friday the 13th: The Final Chapter,61,Horror,04/13/1984,1h 31m,https://www.themoviedb.org/movie/9730
The Change-Up,61,Comedy,08/05/2011,1h 52m,https://www.themoviedb.org/movie/49520
What Happened to Monday,72,"Science Fiction,Thriller,Drama,Mystery",08/18/2017,2h 3m,https://www.themoviedb.org/movie/406990
Escape Plan 2: Hades,51,Action,06/29/2018,1h 36m,https://www.themoviedb.org/movie/440471
Justice League vs. Teen Titans,74,"Science Fiction,Action,Animation",05/13/2016,1h 18m,https://www.themoviedb.org/movie/379291
Due Date,63,"Comedy,Drama",11/04/2010,1h 35m,https://www.themoviedb.org/movie/41733
30 Minutes or Less,57,"Action,Adventure,Comedy",11/12/2011,1h 23m,https://www.themoviedb.org/movie/62206
Life As We Know It,69,"Comedy,Romance,Drama",10/08/2010,1h 54m,https://www.themoviedb.org/movie/38408
War Room,79,"Drama,Romance",08/28/2015,2h,https://www.themoviedb.org/movie/323272
PAW Patrol: Mighty Pups,76,"Adventure,Animation,Family,Action",10/04/2018,44m,https://www.themoviedb.org/movie/552095
Killer Elite,63,"Action,Adventure,Thriller",09/23/2011,1h 56m,https://www.themoviedb.org/movie/49021
I Spit on Your Grave 2,63,"Thriller,Horror,Crime",08/25/2013,1h 46m,https://www.themoviedb.org/movie/207768
Ella Enchanted,64,"Family,Fantasy,Comedy",04/09/2004,1h 36m,https://www.themoviedb.org/movie/14442
Madres,62,Horror,10/08/2021,1h 23m,https://www.themoviedb.org/movie/796428
Heat,79,"Action,Crime,Drama,Thriller",12/15/1995,2h 50m,https://www.themoviedb.org/movie/949
8-Bit Christmas,65,"Family,Comedy",11/24/2021,1h 38m,https://www.themoviedb.org/movie/802217
Leap Year,69,"Romance,Comedy",01/08/2010,1h 40m,https://www.themoviedb.org/movie/25195
Star Trek Beyond,68,"Action,Adventure,Science Fiction",07/22/2016,2h 2m,https://www.themoviedb.org/movie/188927
Better Days,84,Drama,10/25/2019,2h 15m,https://www.themoviedb.org/movie/575813
Hole in One,41,Comedy,09/12/2009,1h 35m,https://www.themoviedb.org/movie/45781
Leprechaun: Back 2 tha Hood,52,"Horror,Comedy",12/30/2003,1h 30m,https://www.themoviedb.org/movie/19288
Sugar Daddy,62,Drama,04/09/2021,1h 40m,https://www.themoviedb.org/movie/763240
Rocky,78,Drama,11/21/1976,2h,https://www.themoviedb.org/movie/1366
Brother Bear 2,67,"Adventure,Animation,Family",08/17/2006,1h 13m,https://www.themoviedb.org/movie/10010
Alvin and the Chipmunks: The Squeakquel,56,"Comedy,Family,Animation,Fantasy,Music",12/23/2009,1h 28m,https://www.themoviedb.org/movie/23398
Child's Play 2,62,"Horror,Thriller",11/09/1990,1h 24m,https://www.themoviedb.org/movie/11186
Piranha,59,"Horror,Comedy",08/03/1978,1h 34m,https://www.themoviedb.org/movie/24831
Moxie,74,"Comedy,Drama,Music",03/03/2021,1h 51m,https://www.themoviedb.org/movie/583689
Doraemon: Nobita and the Kingdom of Clouds,70,Animation,03/07/1992,1h 30m,https://www.themoviedb.org/movie/134162
Ghosts of Girlfriends Past,59,"Fantasy,Comedy,Romance",05/01/2009,1h 55m,https://www.themoviedb.org/movie/12556
Hannah Montana: The Movie,66,"Comedy,Drama,Family,Music,Romance",04/10/2009,1h 42m,https://www.themoviedb.org/movie/18126
Wrong Turn 6: Last Resort,53,Horror,10/14/2014,1h 31m,https://www.themoviedb.org/movie/259072
Empire State,53,"Action,Drama",09/03/2013,1h 34m,https://www.themoviedb.org/movie/169209
Operation Y and Other Shurik's Adventures,80,Comedy,08/16/1965,1h 35m,https://www.themoviedb.org/movie/20875
Rocky Balboa,68,"Drama,Action",12/20/2006,1h 42m,https://www.themoviedb.org/movie/1246
8 Mile,71,"Music,Drama",11/08/2002,1h 51m,https://www.themoviedb.org/movie/65
Son of Batman,71,"Animation,Action,Adventure",05/13/2014,1h 14m,https://www.themoviedb.org/movie/251519
Bāhubali 2: The Conclusion,73,"Action,Adventure,Drama,Fantasy",04/28/2017,2h 48m,https://www.themoviedb.org/movie/350312
Barbie: A Fairy Secret,67,"Animation,Family,Fantasy",03/15/2011,1h 12m,https://www.themoviedb.org/movie/57737
The Rebound,65,"Romance,Comedy",09/16/2009,1h 35m,https://www.themoviedb.org/movie/24122
Hostel: Part II,58,Horror,06/08/2007,1h 33m,https://www.themoviedb.org/movie/1691
"As Above, So Below",67,"Horror,Thriller",08/29/2014,1h 33m,https://www.themoviedb.org/movie/256274
Checkered Ninja,73,"Animation,Comedy,Adventure,Fantasy,Family",12/25/2018,1h 21m,https://www.themoviedb.org/movie/523536
The Day,51,"Action,Drama,Horror,Science Fiction",08/29/2012,1h 25m,https://www.themoviedb.org/movie/84226
Thir13en Ghosts,62,"Horror,Thriller",10/26/2001,1h 31m,https://www.themoviedb.org/movie/9378
Leatherface: The Texas Chainsaw Massacre III,53,Horror,01/12/1990,1h 25m,https://www.themoviedb.org/movie/25018
A Clockwork Orange,82,"Science Fiction,Drama",12/19/1971,2h 17m,https://www.themoviedb.org/movie/185
